UUID        = f318bdec-c973-4a03-ae2f-381d05d8a325
     20847477     ECG2    756 
     20847478     ECG2    756 
     20847479     ECG2    756 
     20847480     ECG2    756 
     20847481     ECG2    756 
     20847482     ECG2    756 
     20847483     ECG2    756 
     20847484     ECG2    756 
     20847485     ECG2    756 
     20847486     ECG2    756 
     20847487     ECG2    756 
     20847488     ECG2    756 
     20847489     ECG2    756 
     20847490     ECG2    756 
     20847491     ECG2    756 
     20847492     ECG2    756 
     20847493     ECG2    756 
     20847494     ECG2    756 
     20847495     ECG2    756 
     20847496     ECG2    756 
     20847497     ECG2    756 
     20847498     ECG2    756 
     20847499     ECG2    756 
     20847500     ECG2    756 
     20847501     ECG2    756 
     20847502     ECG2    756 
     20847503     ECG2    756 
     20847464     ECG3   3939 
     20847465     ECG3   3939 
     20847466     ECG3   3939 
     20847467     ECG3   3939 
     20847468     ECG3   3939 
     20847469     ECG3   3939 
     20847470     ECG3   3939 
     20847471     ECG3   3939 
     20847472     ECG3   3939 
     20847473     ECG3   3939 
     20847474     ECG3   3939 
     20847475     ECG3   3939 
     20847476     ECG3   3939 
     20847477     ECG3   3939 
     20847478     ECG3   3939 
     20847479     ECG3   3939 
     20847480     ECG3   3939 
     20847481     ECG3   3939 
     20847482     ECG3   3939 
     20847483     ECG3   3939 
     20847484     ECG3   3939 
     20847485     ECG3   3939 
     20847486     ECG3   3939 
     20847487     ECG3   3939 
     20847488     ECG3   3939 
     20847489     ECG3   3939 
     20847490     ECG3   3939 
     20847491     ECG3   3939 
     20847492     ECG3   3939 
     20847493     ECG3   3939 
     20847494     ECG3   3939 
     20847495     ECG3   3939 
     20847496     ECG3   3939 
     20847497     ECG3   3939 
     20847498     ECG3   3939 
     20847499     ECG3   3939 
     20847500     ECG3   3939 
     20847501     ECG3   3939 
     20847502     ECG3   3939 
     20847503     ECG3   3939 
     20847464     ECG4   2539 
     20847465     ECG4   2539 
     20847466     ECG4   2539 
     20847467     ECG4   2539 
     20847468     ECG4   2539 
     20847469     ECG4   2539 
     20847470     ECG4   2539 
     20847471     ECG4   2539 
     20847472     ECG4   2539 
     20847473     ECG4   2539 
     20847474     ECG4   2539 
     20847475     ECG4   2539 
     20847476     ECG4   2539 
     20847477     ECG4   2539 
     20847478     ECG4   2539 
     20847479     ECG4   2539 
     20847480     ECG4   2539 
     20847481     ECG4   2539 
     20847482     ECG4   2539 
     20847483     ECG4   2539 
     20847484     ECG4   2539 
     20847485     ECG4   2539 
     20847486     ECG4   2539 
     20847487     ECG4   2539 
     20847488     ECG4   2539 
     20847489     ECG4   2539 
     20847490     ECG4   2539 
     20847491     ECG4   2539 
     20847492     ECG4   2539 
     20847493     ECG4   2539 
     20847494     ECG4   2539 
     20847495     ECG4   2539 
     20847496     ECG4   2539 
     20847497     ECG4   2539 
     20847498     ECG4   2539 
     20847499     ECG4   2539 
     20847500     ECG4   2539 
     20847501     ECG4   2539 
     20847502     ECG4   2539 
     20847503     ECG4   2539 
     20847504     ECG1   3563 
     20847505     ECG1   3563 
     20847506     ECG1   3563 
     20847507     ECG1   3563 
     20847508     ECG1   3563 
     20847509     ECG1   3563 
     20847510     ECG1   3563 
     20847511     ECG1   3563 
     20847512     ECG1   3563 
     20847513     ECG1   3563 
     20847514     ECG1   3563 
     20847515     ECG1   3563 
     20847516     ECG1   3563 
     20847517     ECG1   3563 
     20847518     ECG1   3563 
     20847519     ECG1   3563 
     20847520     ECG1   3563 
     20847521     ECG1   3563 
     20847522     ECG1   3563 
     20847523     ECG1   3563 
     20847524     ECG1   3563 
     20847525     ECG1   3563 
     20847526     ECG1   3563 
     20847527     ECG1   3563 
     20847528     ECG1   3563 
     20847529     ECG1   3563 
     20847530     ECG1   3563 
     20847531     ECG1   3563 
     20847532     ECG1   3563 
     20847533     ECG1   3563 
     20847534     ECG1   3563 
     20847535     ECG1   3563 
     20847536     ECG1   3563 
     20847537     ECG1   3563 
     20847538     ECG1   3563 
     20847539     ECG1   3563 
     20847540     ECG1   3563 
     20847541     ECG1   3563 
     20847542     ECG1   3563 
     20847543     ECG1   3563 
     20847504     ECG2    756 
     20847505     ECG2    756 
     20847506     ECG2    756 
     20847507     ECG2    756 
     20847508     ECG2    756 
     20847509     ECG2    756 
     20847510     ECG2    756 
     20847511     ECG2    756 
     20847512     ECG2    756 
     20847513     ECG2    756 
     20847514     ECG2    756 
     20847515     ECG2    756 
     20847516     ECG2    756 
     20847517     ECG2    756 
     20847518     ECG2    756 
     20847519     ECG2    756 
     20847520     ECG2    756 
     20847521     ECG2    756 
     20847522     ECG2    756 
     20847523     ECG2    756 
     20847524     ECG2    756 
     20847525     ECG2    756 
     20847526     ECG2    756 
     20847527     ECG2    756 
     20847528     ECG2    756 
     20847529     ECG2    756 
     20847530     ECG2    756 
     20847531     ECG2    756 
     20847532     ECG2    756 
     20847533     ECG2    756 
     20847534     ECG2    756 
     20847535     ECG2    756 
     20847536     ECG2    756 
     20847537     ECG2    756 
     20847538     ECG2    756 
     20847539     ECG2    756 
     20847540     ECG2    756 
     20847541     ECG2    756 
     20847542     ECG2    756 
     20847543     ECG2    756 
     20847504     ECG3   3939 
     20847505     ECG3   3939 
     20847506     ECG3   3939 
     20847507     ECG3   3939 
     20847508     ECG3   3939 
     20847509     ECG3   3939 
     20847510     ECG3   3939 
     20847511     ECG3   3939 
     20847512     ECG3   3939 
     20847513     ECG3   3939 
     20847514     ECG3   3939 
     20847515     ECG3   3939 
     20847516     ECG3   3939 
     20847517     ECG3   3939 
     20847518     ECG3   3939 
     20847519     ECG3   3939 
     20847520     ECG3   3939 
     20847521     ECG3   3939 
     20847522     ECG3   3939 
     20847523     ECG3   3939 
     20847524     ECG3   3939 
     20847525     ECG3   3939 
     20847526     ECG3   3939 
     20847527     ECG3   3939 
     20847528     ECG3   3939 
     20847529     ECG3   3939 
     20847530     ECG3   3939 
     20847531     ECG3   3939 
     20847532     ECG3   3939 
     20847533     ECG3   3939 
     20847534     ECG3   3939 
     20847535     ECG3   3939 
     20847536     ECG3   3939 
     20847537     ECG3   3939 
     20847538     ECG3   3939 
     20847539     ECG3   3939 
     20847540     ECG3   3939 
     20847541     ECG3   3939 
     20847542     ECG3   3939 
     20847543     ECG3   3939 
     20847504     ECG4   2539 
     20847505     ECG4   2539 
     20847506     ECG4   2539 
     20847507     ECG4   2539 
     20847508     ECG4   2539 
     20847509     ECG4   2539 
     20847510     ECG4   2539 
     20847511     ECG4   2539 
     20847512     ECG4   2539 
     20847513     ECG4   2539 
     20847514     ECG4   2539 
     20847515     ECG4   2539 
     20847516     ECG4   2539 
     20847517     ECG4   2539 
     20847518     ECG4   2539 
     20847519     ECG4   2539 
     20847520     ECG4   2539 
     20847521     ECG4   2539 
     20847522     ECG4   2539 
     20847523     ECG4   2539 
     20847524     ECG4   2539 
     20847525     ECG4   2539 
     20847526     ECG4   2539 
     20847527     ECG4   2539 
     20847528     ECG4   2539 
     20847529     ECG4   2539 
     20847530     ECG4   2539 
     20847531     ECG4   2539 
     20847532     ECG4   2539 
     20847533     ECG4   2539 
     20847534     ECG4   2539 
     20847535     ECG4   2539 
     20847536     ECG4   2539 
     20847537     ECG4   2539 
     20847538     ECG4   2539 
     20847539     ECG4   2539 
     20847540     ECG4   2539 
     20847541     ECG4   2539 
     20847542     ECG4   2539 
     20847543     ECG4   2539 
     20847544     ECG1   3563 
     20847545     ECG1   3563 
     20847546     ECG1   3563 
     20847547     ECG1   3563 
     20847548     ECG1   3563 
     20847549     ECG1   3563 
     20847550     ECG1   3563 
     20847551     ECG1   3563 
     20847552     ECG1   3563 
     20847553     ECG1   3563 
     20847554     ECG1   3563 
     20847555     ECG1   3563 
     20847556     ECG1   3563 
     20847557     ECG1   3563 
     20847558     ECG1   3563 
     20847559     ECG1   3563 
     20847560     ECG1   3563 
     20847561     ECG1   3563 
     20847562     ECG1   3563 
     20847563     ECG1   3563 
     20847564     ECG1   3563 
     20847565     ECG1   3563 
     20847566     ECG1   3563 
     20847567     ECG1   3563 
     20847568     ECG1   3563 
     20847569     ECG1   3563 
     20847570     ECG1   3563 
     20847571     ECG1   3563 
     20847572     ECG1   3563 
     20847573     ECG1   3563 
     20847574     ECG1   3563 
     20847575     ECG1   3563 
     20847576     ECG1   3563 
     20847577     ECG1   3563 
     20847578     ECG1   3563 
     20847579     ECG1   3563 
     20847580     ECG1   3563 
     20847581     ECG1   3563 
     20847582     ECG1   3563 
     20847583     ECG1   3563 
     20847544     ECG2    756 
     20847545     ECG2    756 
     20847546     ECG2    756 
     20847547     ECG2    756 
     20847548     ECG2    756 
     20847549     ECG2    756 
     20847550     ECG2    756 
     20847551     ECG2    756 
     20847552     ECG2    756 
     20847553     ECG2    756 
     20847554     ECG2    756 
     20847555     ECG2    756 
     20847556     ECG2    756 
     20847557     ECG2    756 
     20847558     ECG2    756 
     20847559     ECG2    756 
     20847560     ECG2    756 
     20847561     ECG2    756 
     20847562     ECG2    756 
     20847563     ECG2    756 
     20847564     ECG2    756 
     20847565     ECG2    756 
     20847566     ECG2    756 
     20847567     ECG2    756 
     20847568     ECG2    756 
     20847569     ECG2    756 
     20847570     ECG2    756 
     20847571     ECG2    756 
     20847572     ECG2    756 
     20847573     ECG2    756 
     20847574     ECG2    756 
     20847575     ECG2    756 
     20847576     ECG2    756 
     20847577     ECG2    756 
     20847578     ECG2    756 
     20847579     ECG2    756 
     20847580     ECG2    756 
     20847581     ECG2    756 
     20847582     ECG2    756 
     20847583     ECG2    756 
     20847544     ECG3   3939 
     20847545     ECG3   3939 
     20847546     ECG3   3939 
     20847547     ECG3   3939 
     20847548     ECG3   3939 
     20847549     ECG3   3939 
     20847550     ECG3   3939 
     20847551     ECG3   3939 
     20847552     ECG3   3939 
     20847553     ECG3   3939 
     20847554     ECG3   3939 
     20847555     ECG3   3939 
     20847556     ECG3   3939 
     20847557     ECG3   3939 
     20847558     ECG3   3939 
     20847559     ECG3   3939 
     20847560     ECG3   3939 
     20847561     ECG3   3939 
     20847562     ECG3   3939 
     20847563     ECG3   3939 
     20847564     ECG3   3939 
     20847565     ECG3   3939 
     20847566     ECG3   3939 
     20847567     ECG3   3939 
     20847568     ECG3   3939 
     20847569     ECG3   3939 
     20847570     ECG3   3939 
     20847571     ECG3   3939 
     20847572     ECG3   3939 
     20847573     ECG3   3939 
     20847574     ECG3   3939 
     20847575     ECG3   3939 
     20847576     ECG3   3939 
     20847577     ECG3   3939 
     20847578     ECG3   3939 
     20847579     ECG3   3939 
     20847580     ECG3   3939 
     20847581     ECG3   3939 
     20847582     ECG3   3939 
     20847583     ECG3   3939 
     20847544     ECG4   2539 
     20847545     ECG4   2539 
     20847546     ECG4   2539 
     20847547     ECG4   2539 
     20847548     ECG4   2539 
     20847549     ECG4   2539 
     20847550     ECG4   2539 
     20847551     ECG4   2539 
     20847552     ECG4   2539 
     20847553     ECG4   2539 
     20847554     ECG4   2539 
     20847555     ECG4   2539 
     20847556     ECG4   2539 
     20847557     ECG4   2539 
     20847558     ECG4   2539 
     20847559     ECG4   2539 
     20847560     ECG4   2539 
     20847561     ECG4   2539 
     20847562     ECG4   2539 
     20847563     ECG4   2539 
     20847564     ECG4   2539 
     20847565     ECG4   2539 
     20847566     ECG4   2539 
     20847567     ECG4   2539 
     20847568     ECG4   2539 
     20847569     ECG4   2539 
     20847570     ECG4   2539 
     20847571     ECG4   2539 
     20847572     ECG4   2539 
     20847573     ECG4   2539 
     20847574     ECG4   2539 
     20847575     ECG4   2539 
     20847576     ECG4   2539 
     20847577     ECG4   2539 
     20847578     ECG4   2539 
     20847579     ECG4   2539 
     20847580     ECG4   2539 
     20847581     ECG4   2539 
     20847582     ECG4   2539 
     20847583     ECG4   2539 
     20847584     ECG1   3563 
     20847585     ECG1   3563 
     20847586     ECG1   3563 
     20847587     ECG1   3563 
     20847588     ECG1   3563 
     20847589     ECG1   3563 
     20847590     ECG1   3563 
     20847591     ECG1   3563 
     20847592     ECG1   3563 
     20847593     ECG1   3563 
     20847594     ECG1   3563 
     20847595     ECG1   3563 
     20847596     ECG1   3563 
     20847597     ECG1   3563 
     20847598     ECG1   3563 
     20847599     ECG1   3563 
     20847600     ECG1   3563 
     20847601     ECG1   3563 
     20847602     ECG1   3563 
     20847603     ECG1   3563 
     20847604     ECG1   3563 
     20847605     ECG1   3563 
     20847606     ECG1   3563 
     20847607     ECG1   3563 
     20847608     ECG1   3563 
     20847609     ECG1   3563 
     20847610     ECG1   3563 
     20847611     ECG1   3563 
     20847612     ECG1   3563 
     20847613     ECG1   3563 
     20847614     ECG1   3563 
     20847615     ECG1   3563 
     20847616     ECG1   3563 
     20847617     ECG1   3563 
     20847618     ECG1   3563 
     20847619     ECG1   3563 
     20847620     ECG1   3563 
     20847621     ECG1   3563 
     20847622     ECG1   3563 
     20847623     ECG1   3563 
     20847584     ECG2    756 
     20847585     ECG2    756 
     20847586     ECG2    756 
     20847587     ECG2    756 
     20847588     ECG2    756 
     20847589     ECG2    756 
     20847590     ECG2    756 
     20847591     ECG2    756 
     20847592     ECG2    756 
     20847593     ECG2    756 
     20847594     ECG2    756 
     20847595     ECG2    756 
     20847596     ECG2    756 
     20847597     ECG2    756 
     20847598     ECG2    756 
     20847599     ECG2    756 
     20847600     ECG2    756 
     20847601     ECG2    756 
     20847602     ECG2    756 
     20847603     ECG2    756 
     20847604     ECG2    756 
     20847605     ECG2    756 
     20847606     ECG2    756 
     20847607     ECG2    756 
     20847608     ECG2    756 
     20847609     ECG2    756 
     20847610     ECG2    756 
     20847611     ECG2    756 
     20847612     ECG2    756 
     20847613     ECG2    756 
     20847614     ECG2    756 
     20847615     ECG2    756 
     20847616     ECG2    756 
     20847617     ECG2    756 
     20847618     ECG2    756 
     20847619     ECG2    756 
     20847620     ECG2    756 
     20847621     ECG2    756 
     20847622     ECG2    756 
     20847623     ECG2    756 
     20847584     ECG3   3939 
     20847585     ECG3   3939 
     20847586     ECG3   3939 
     20847587     ECG3   3939 
     20847588     ECG3   3939 
     20847589     ECG3   3939 
     20847590     ECG3   3939 
     20847591     ECG3   3939 
     20847592     ECG3   3939 
     20847593     ECG3   3939 
     20847594     ECG3   3939 
     20847595     ECG3   3939 
     20847596     ECG3   3939 
     20847597     ECG3   3939 
     20847598     ECG3   3939 
     20847599     ECG3   3939 
     20847600     ECG3   3939 
     20847601     ECG3   3939 
     20847602     ECG3   3939 
     20847603     ECG3   3939 
     20847604     ECG3   3939 
     20847605     ECG3   3939 
     20847606     ECG3   3939 
     20847607     ECG3   3939 
     20847608     ECG3   3939 
     20847609     ECG3   3939 
     20847610     ECG3   3939 
     20847611     ECG3   3939 
     20847612     ECG3   3939 
     20847613     ECG3   3939 
     20847614     ECG3   3939 
     20847615     ECG3   3939 
     20847616     ECG3   3939 
     20847617     ECG3   3939 
     20847618     ECG3   3939 
     20847619     ECG3   3939 
     20847620     ECG3   3939 
     20847621     ECG3   3939 
     20847622     ECG3   3939 
     20847623     ECG3   3939 
     20847584     ECG4   2539 
     20847585     ECG4   2539 
     20847586     ECG4   2539 
     20847587     ECG4   2539 
     20847588     ECG4   2539 
     20847589     ECG4   2539 
     20847590     ECG4   2539 
     20847591     ECG4   2539 
     20847592     ECG4   2539 
     20847593     ECG4   2539 
     20847594     ECG4   2539 
     20847595     ECG4   2539 
     20847596     ECG4   2539 
     20847597     ECG4   2539 
     20847598     ECG4   2539 
     20847599     ECG4   2539 
     20847600     ECG4   2539 
     20847601     ECG4   2539 
     20847602     ECG4   2539 
     20847603     ECG4   2539 
     20847604     ECG4   2539 
     20847605     ECG4   2539 
     20847606     ECG4   2539 
     20847607     ECG4   2539 
     20847608     ECG4   2539 
     20847609     ECG4   2539 
     20847610     ECG4   2539 
     20847611     ECG4   2539 
     20847612     ECG4   2539 
     20847613     ECG4   2539 
     20847614     ECG4   2539 
     20847615     ECG4   2539 
     20847616     ECG4   2539 
     20847617     ECG4   2539 
     20847618     ECG4   2539 
     20847619     ECG4   2539 
     20847620     ECG4   2539 
     20847621     ECG4   2539 
     20847622     ECG4   2539 
     20847623     ECG4   2539 
     20847624     ECG1   3563 
     20847625     ECG1   3563 
     20847626     ECG1   3563 
     20847627     ECG1   3563 
     20847628     ECG1   3563 
     20847629     ECG1   3563 
     20847630     ECG1   3563 
     20847631     ECG1   3563 
     20847632     ECG1   3563 
     20847633     ECG1   3563 
     20847634     ECG1   3563 
     20847635     ECG1   3563 
     20847636     ECG1   3563 
     20847637     ECG1   3563 
     20847638     ECG1   3563 
     20847639     ECG1   3563 
     20847640     ECG1   3563 
     20847641     ECG1   3563 
     20847642     ECG1   3563 
     20847643     ECG1   3563 
     20847644     ECG1   3563 
     20847645     ECG1   3563 
     20847646     ECG1   3563 
     20847647     ECG1   3563 
     20847648     ECG1   3563 
     20847649     ECG1   3563 
     20847650     ECG1   3563 
     20847651     ECG1   3563 
     20847652     ECG1   3563 
     20847653     ECG1   3563 
     20847654     ECG1   3563 
     20847655     ECG1   3563 
     20847656     ECG1   3563 
     20847657     ECG1   3563 
     20847658     ECG1   3563 
     20847659     ECG1   3563 
     20847660     ECG1   3563 
     20847661     ECG1   3563 
     20847662     ECG1   3563 
     20847663     ECG1   3563 
     20847624     ECG2    756 
     20847625     ECG2    756 
     20847626     ECG2    756 
     20847627     ECG2    756 
     20847628     ECG2    756 
     20847629     ECG2    756 
     20847630     ECG2    756 
     20847631     ECG2    756 
     20847632     ECG2    756 
     20847633     ECG2    756 
     20847634     ECG2    756 
     20847635     ECG2    756 
     20847636     ECG2    756 
     20847637     ECG2    756 
     20847638     ECG2    756 
     20847639     ECG2    756 
     20847640     ECG2    756 
     20847641     ECG2    756 
     20847642     ECG2    756 
     20847643     ECG2    756 
     20847644     ECG2    756 
     20847645     ECG2    756 
     20847646     ECG2    756 
     20847647     ECG2    756 
     20847648     ECG2    756 
     20847649     ECG2    756 
     20847650     ECG2    756 
     20847651     ECG2    756 
     20847652     ECG2    756 
     20847653     ECG2    756 
     20847654     ECG2    756 
     20847655     ECG2    756 
     20847656     ECG2    756 
     20847657     ECG2    756 
     20847658     ECG2    756 
     20847659     ECG2    756 
     20847660     ECG2    756 
     20847661     ECG2    756 
     20847662     ECG2    756 
     20847663     ECG2    756 
     20847624     ECG3   3939 
     20847625     ECG3   3939 
     20847626     ECG3   3939 
     20847627     ECG3   3939 
     20847628     ECG3   3939 
     20847629     ECG3   3939 
     20847630     ECG3   3939 
     20847631     ECG3   3939 
     20847632     ECG3   3939 
     20847633     ECG3   3939 
     20847634     ECG3   3939 
     20847635     ECG3   3939 
     20847636     ECG3   3939 
     20847637     ECG3   3939 
     20847638     ECG3   3939 
     20847639     ECG3   3939 
     20847640     ECG3   3939 
     20847641     ECG3   3939 
     20847642     ECG3   3939 
     20847643     ECG3   3939 
     20847644     ECG3   3939 
     20847645     ECG3   3939 
     20847646     ECG3   3939 
     20847647     ECG3   3939 
     20847648     ECG3   3939 
     20847649     ECG3   3939 
     20847650     ECG3   3939 
     20847651     ECG3   3939 
     20847652     ECG3   3939 
     20847653     ECG3   3939 
     20847654     ECG3   3939 
     20847655     ECG3   3939 
     20847656     ECG3   3939 
     20847657     ECG3   3939 
     20847658     ECG3   3939 
     20847659     ECG3   3939 
     20847660     ECG3   3939 
     20847661     ECG3   3939 
     20847662     ECG3   3939 
     20847663     ECG3   3939 
     20847624     ECG4   2539 
     20847625     ECG4   2539 
     20847626     ECG4   2539 
     20847627     ECG4   2539 
     20847628     ECG4   2539 
     20847629     ECG4   2539 
     20847630     ECG4   2539 
     20847631     ECG4   2539 
     20847632     ECG4   2539 
     20847633     ECG4   2539 
     20847634     ECG4   2539 
     20847635     ECG4   2539 
     20847636     ECG4   2539 
     20847637     ECG4   2539 
     20847638     ECG4   2539 
     20847639     ECG4   2539 
     20847640     ECG4   2539 
     20847641     ECG4   2539 
     20847642     ECG4   2539 
     20847643     ECG4   2539 
     20847644     ECG4   2539 
     20847645     ECG4   2539 
     20847646     ECG4   2539 
     20847647     ECG4   2539 
     20847648     ECG4   2539 
     20847649     ECG4   2539 
     20847650     ECG4   2539 
     20847651     ECG4   2539 
     20847652     ECG4   2539 
     20847653     ECG4   2539 
     20847654     ECG4   2539 
     20847655     ECG4   2539 
     20847656     ECG4   2539 
     20847657     ECG4   2539 
     20847658     ECG4   2539 
     20847659     ECG4   2539 
     20847660     ECG4   2539 
     20847661     ECG4   2539 
     20847662     ECG4   2539 
     20847663     ECG4   2539 
     20847664     ECG1   3563 
     20847665     ECG1   3563 
     20847666     ECG1   3563 
     20847667     ECG1   3563 
     20847668     ECG1   3563 
     20847669     ECG1   3563 
     20847670     ECG1   3563 
     20847671     ECG1   3563 
     20847672     ECG1   3563 
     20847673     ECG1   3563 
     20847674     ECG1   3563 
     20847675     ECG1   3563 
     20847676     ECG1   3563 
     20847677     ECG1   3563 
     20847678     ECG1   3563 
     20847679     ECG1   3563 
     20847680     ECG1   3563 
     20847681     ECG1   3563 
     20847682     ECG1   3563 
     20847683     ECG1   3563 
     20847684     ECG1   3563 
     20847685     ECG1   3563 
     20847686     ECG1   3563 
     20847687     ECG1   3563 
     20847688     ECG1   3563 
     20847689     ECG1   3563 
     20847690     ECG1   3563 
     20847691     ECG1   3563 
     20847692     ECG1   3563 
     20847693     ECG1   3563 
     20847694     ECG1   3563 
     20847695     ECG1   3563 
     20847696     ECG1   3563 
     20847697     ECG1   3563 
     20847698     ECG1   3563 
     20847699     ECG1   3563 
     20847700     ECG1   3563 
     20847701     ECG1   3563 
     20847702     ECG1   3563 
     20847703     ECG1   3563 
     20847664     ECG2    756 
     20847665     ECG2    756 
     20847666     ECG2    756 
     20847667     ECG2    756 
     20847668     ECG2    756 
     20847669     ECG2    756 
     20847670     ECG2    756 
     20847671     ECG2    756 
     20847672     ECG2    756 
     20847673     ECG2    756 
     20847674     ECG2    756 
     20847675     ECG2    756 
     20847676     ECG2    756 
     20847677     ECG2    756 
     20847678     ECG2    756 
     20847679     ECG2    756 
     20847680     ECG2    756 
     20847681     ECG2    756 
     20847682     ECG2    756 
     20847683     ECG2    756 
     20847684     ECG2    756 
     20847685     ECG2    756 
     20847686     ECG2    756 
     20847687     ECG2    756 
     20847688     ECG2    756 
     20847689     ECG2    756 
     20847690     ECG2    756 
     20847691     ECG2    756 
     20847692     ECG2    756 
     20847693     ECG2    756 
     20847694     ECG2    756 
     20847695     ECG2    756 
     20847696     ECG2    756 
     20847697     ECG2    756 
     20847698     ECG2    756 
     20847699     ECG2    756 
     20847700     ECG2    756 
     20847701     ECG2    756 
     20847702     ECG2    756 
     20847703     ECG2    756 
     20847664     ECG3   3939 
     20847665     ECG3   3939 
     20847666     ECG3   3939 
     20847667     ECG3   3939 
     20847668     ECG3   3939 
     20847669     ECG3   3939 
     20847670     ECG3   3939 
     20847671     ECG3   3939 
     20847672     ECG3   3939 
     20847673     ECG3   3939 
     20847674     ECG3   3939 
     20847675     ECG3   3939 
     20847676     ECG3   3939 
     20847677     ECG3   3939 
     20847678     ECG3   3939 
     20847679     ECG3   3939 
     20847680     ECG3   3939 
     20847681     ECG3   3939 
     20847682     ECG3   3939 
     20847683     ECG3   3939 
     20847684     ECG3   3939 
     20847685     ECG3   3939 
     20847686     ECG3   3939 
     20847687     ECG3   3939 
     20847688     ECG3   3939 
     20847689     ECG3   3939 
     20847690     ECG3   3939 
     20847691     ECG3   3939 
     20847692     ECG3   3939 
     20847693     ECG3   3939 
     20847694     ECG3   3939 
     20847695     ECG3   3939 
     20847696     ECG3   3939 
     20847697     ECG3   3939 
     20847698     ECG3   3939 
     20847699     ECG3   3939 
     20847700     ECG3   3939 
     20847701     ECG3   3939 
     20847702     ECG3   3939 
     20847703     ECG3   3939 
     20847664     ECG4   2539 
     20847665     ECG4   2539 
     20847666     ECG4   2539 
     20847667     ECG4   2539 
     20847668     ECG4   2539 
     20847669     ECG4   2539 
     20847670     ECG4   2539 
     20847671     ECG4   2539 
     20847672     ECG4   2539 
     20847673     ECG4   2539 
     20847674     ECG4   2539 
     20847675     ECG4   2539 
     20847676     ECG4   2539 
     20847677     ECG4   2539 
     20847678     ECG4   2539 
     20847679     ECG4   2539 
     20847680     ECG4   2539 
     20847681     ECG4   2539 
     20847682     ECG4   2539 
     20847683     ECG4   2539 
     20847684     ECG4   2539 
     20847685     ECG4   2539 
     20847686     ECG4   2539 
     20847687     ECG4   2539 
     20847688     ECG4   2539 
     20847689     ECG4   2539 
     20847690     ECG4   2539 
     20847691     ECG4   2539 
     20847692     ECG4   2539 
     20847693     ECG4   2539 
     20847694     ECG4   2539 
     20847695     ECG4   2539 
     20847696     ECG4   2539 
     20847697     ECG4   2539 
     20847698     ECG4   2539 
     20847699     ECG4   2539 
     20847700     ECG4   2539 
     20847701     ECG4   2539 
     20847702     ECG4   2539 
     20847703     ECG4   2539 
     20847704     ECG1   3563 
     20847705     ECG1   3563 
     20847706     ECG1   3563 
     20847707     ECG1   3563 
     20847708     ECG1   3563 
     20847709     ECG1   3563 
     20847710     ECG1   3563 
     20847711     ECG1   3563 
     20847712     ECG1   3563 
     20847713     ECG1   3563 
     20847714     ECG1   3563 
     20847715     ECG1   3563 
     20847716     ECG1   3563 
     20847717     ECG1   3563 
     20847718     ECG1   3563 
     20847719     ECG1   3563 
     20847720     ECG1   3563 
     20847721     ECG1   3563 
     20847722     ECG1   3563 
     20847723     ECG1   3563 
     20847724     ECG1   3563 
     20847725     ECG1   3563 
     20847726     ECG1   3563 
     20847727     ECG1   3563 
     20847728     ECG1   3563 
     20847729     ECG1   3563 
     20847730     ECG1   3563 
     20847731     ECG1   3563 
     20847732     ECG1   3563 
     20847733     ECG1   3563 
     20847734     ECG1   3563 
     20847735     ECG1   3563 
     20847736     ECG1   3563 
     20847737     ECG1   3563 
     20847738     ECG1   3563 
     20847739     ECG1   3563 
     20847740     ECG1   3563 
     20847741     ECG1   3563 
     20847742     ECG1   3563 
     20847743     ECG1   3563 
     20847704     ECG2    756 
     20847705     ECG2    756 
     20847706     ECG2    756 
     20847707     ECG2    756 
     20847708     ECG2    756 
     20847709     ECG2    756 
     20847710     ECG2    756 
     20847711     ECG2    756 
     20847712     ECG2    756 
     20847713     ECG2    756 
     20847714     ECG2    756 
     20847715     ECG2    756 
     20847716     ECG2    756 
     20847717     ECG2    756 
     20847718     ECG2    756 
     20847719     ECG2    756 
     20847720     ECG2    756 
     20847721     ECG2    756 
     20847722     ECG2    756 
     20847723     ECG2    756 
     20847724     ECG2    756 
     20847725     ECG2    756 
     20847726     ECG2    756 
     20847727     ECG2    756 
     20847728     ECG2    756 
     20847729     ECG2    756 
     20847730     ECG2    756 
     20847731     ECG2    756 
     20847732     ECG2    756 
     20847733     ECG2    756 
     20847734     ECG2    756 
     20847735     ECG2    756 
     20847736     ECG2    756 
     20847737     ECG2    756 
     20847738     ECG2    756 
     20847739     ECG2    756 
     20847740     ECG2    756 
     20847741     ECG2    756 
     20847742     ECG2    756 
     20847743     ECG2    756 
     20847704     ECG3   3939 
     20847705     ECG3   3939 
     20847706     ECG3   3939 
     20847707     ECG3   3939 
     20847708     ECG3   3939 
     20847709     ECG3   3939 
     20847710     ECG3   3939 
     20847711     ECG3   3939 
     20847712     ECG3   3939 
     20847713     ECG3   3939 
     20847714     ECG3   3939 
     20847715     ECG3   3939 
     20847716     ECG3   3939 
     20847717     ECG3   3939 
     20847718     ECG3   3939 
     20847719     ECG3   3939 
     20847720     ECG3   3939 
     20847721     ECG3   3939 
     20847722     ECG3   3939 
     20847723     ECG3   3939 
     20847724     ECG3   3939 
     20847725     ECG3   3939 
     20847726     ECG3   3939 
     20847727     ECG3   3939 
     20847728     ECG3   3939 
     20847729     ECG3   3939 
     20847730     ECG3   3939 
     20847731     ECG3   3939 
     20847732     ECG3   3939 
